id_article,authors,title,year,volume,first_page,last_page,pubmed,medline
8617,"Rausch, J. W., Lener, D., Miller, J. T., Julias, J. G., Hughes, S. H., Le Grice, S. F.",Altering the RNase H primer grip of human immunodeficiency virus reverse transcriptase modifies cleavage specificity.,2002,41,4856,4865,11939780,NULL
8618,"Brehm, J. H., Mellors, J. W., Sluis-Cremer, N.",Mechanism by which a glutamine to leucine substitution at residue 509 in the ribonuclease H domain of HIV-1 reverse transcriptase confers zidovudine resistance.,2008,47,14020,14027,19067547,NULL
8619,"Schultz, S. J., Zhang, M., Kelleher, C. D., Champoux, J. J.","Analysis of plus-strand primer selection, removal, and reutilization by retroviral reverse transcriptases.",2000,275,32299,32309,10913435,NULL
8620,"DeStefano, J. J., Mallaber, L. M., Fay, P. J., Bambara, R. A.",Determinants of the RNase H cleavage specificity of human immunodeficiency virus reverse transcriptase.,1993,21,4330,4338,7692401,NULL
8621,"Kati, W. M., Johnson, K. A., Jerva, L. F., Anderson, K. S.",Mechanism and fidelity of HIV reverse transcriptase.,1992,267,25988,25997,1281479,NULL
8622,"Palaniappan, C., Fuentes, G. M., Rodriguez-Rodriguez, L., Fay, P. J., Bambara, R. A.",Helix structure and ends of RNA/DNA hybrids direct the cleavage specificity of HIV-1 reverse transcriptase RNase H.,1996,271,2063,2070,8567660,NULL
8623,"Fu, T. B., Taylor, J.",When retroviral reverse transcriptases reach the end of their RNA templates.,1992,66,4271,4278,1376369,NULL
8624,"Beilhartz, G. L., Wendeler, M., Baichoo, N., Rausch, J., Le Grice, S., Gotte, M.",HIV-1 reverse transcriptase can simultaneously engage its DNA/RNA substrate at both DNA polymerase and RNase H active sites: implications for RNase H inhibition.,2009,388,462,474,19289131,NULL
8625,"Huang, H., Chopra, R., Verdine, G. L., Harrison, S. C.",Structure of a covalently trapped catalytic complex of HIV-1 reverse transcriptase: implications for drug resistance.,1998,282,1669,1675,9831551,NULL
8626,"Krug, M. S., Berger, S. L.",Ribonuclease H activities associated with viral reverse transcriptases are endonucleases.,1989,86,3539,3543,2471188,NULL
8627,"Champoux, J. J., Schultz, S. J.","Ribonuclease H: properties, substrate specificity and roles in retroviral reverse transcription.",2009,276,1506,1516,19228195,NULL
8628,"Schultz, S. J., Champoux, J. J.","RNase H activity: structure, specificity, and function in reverse transcription.",2008,134,86,103,18261820,NULL
8629,"Goedken, E. R., Marqusee, S.",Metal binding and activation of the ribonuclease H domain from moloney murine leukemia virus.,1999,12,975,980,10585503,NULL
8630,"Davies, J. F., Hostomska, Z., Hostomsky, Z., Jordan, S. R., Matthews, D. A.",Crystal structure of the ribonuclease H domain of HIV-1 reverse transcriptase.,1991,252,88,95,1707186,NULL
8631,"Pari, K., Mueller, G. A., DeRose, E. F., Kirby, T. W., London, R. E.",Solution structure of the RNase H domain of the HIV-1 reverse transcriptase in the presence of magnesium.,2003,42,639,650,12534276,NULL
8632,"Garcia-Segura, J.M., Orozco, M.M., Fominaya, J.M. and Gavilanes, J.G.","Purification, molecular and enzymic characterization of an acid RNase from the insect Ceratitis capitata.",1986,158,367,372,3732273,86274712
8633,"Heppel, L.A.",Pig liver nuclei ribonuclease.,1966,NULL,31,36,NULL,NULL
8634,"Reddi, K.K. and Mauser, L.J.",Studies on the formation of tobacco mosaic virus ribonucleic acid. VI. Mode of degradation of host ribonucleic acid to ribonucleosides and their conversion to ribonucleoside 5'-phosphates.,1965,53,607,613,NULL,NULL
8635,"Uchida, I. and Egami, F.",The specificity of ribonuclease T(2).,1967,61,44,53,6048969,68002269
8636,"Nishimura, H. and Maruo, B.",Intracellular ribonuclease from Bacillus subtilis.,1960,40,355,357,NULL,NULL
8637,"Yamasaki, M. and Arima, K.",Regulation of intracellular ribonuclease of Bacillus subtilis by ATP and ADP.,1967,139,202,204,4962137,67208588
8638,"Yamasaki, M. and Arima, K.",Intracellular ribonuclease of Bacillus subtilis; specific inhibition by ATP and dATP.,1969,37,430,436,4981632,70028818
8639,"Kasai, K., Uchida, T., Egami, F., Yoshida, K. and Nomoto, M.",Purification and crystallization of ribonuclease N(1) from Neurospora crassa.,1969,66,389,396,5348588,70027289
8640,"Takahashi, K.",The structure and function of ribonuclease T(1). I. Chromatographic purification and properties of ribonuclease T(1).,1961,49,1,8,NULL,NULL
8641,"Glitz, D.G. and Dekker, C.A.",Studies on a ribonuclease from Ustilago sphaerogena. I. Purification and properties of the enzyme.,1964,3,1391,1399,NULL,NULL
8642,"Glitz, D.G. and Dekker, C.A.",Studies on a ribonuclease from Ustilago sphaerogena. II. Specificity of the enzyme.,1964,3,1399,1406,NULL,NULL
8643,"Uchida, T. and Egami, F.","Microbial ribonucleases with special reference to RNases T(1), T(2), N(1), and U(2).",1971,4,205,250,NULL,NULL
8644,"Anfinsen, C.B. and White, F.H., Jr.","The ribonucleases: occurrence, structure, and properties.",1961,5,95,122,NULL,NULL
8645,"Beard, J.R. and Razzell, W.E.",Purification of alkaline ribonuclease II from mitochondrial and soluble fractions of liver.,1964,239,4186,4193,14247667,NULL
8646,"Cannistraro, V.J. and Kennell, D.",Purification and characterization of ribonuclease M and mRNA degradation in Escherichia coli.,1989,181,363,370,NULL,NULL
8647,"Levy, C.C. and Goldman, P.",Residue specificity of a ribonuclease which hydrolyzes polycytidylic acid.,1970,245,3257,3262,5432809,70250418
8648,"Marotta, C.A., Levy, C.C., Weissman, S.M. and Varricchio, F.",Preferred sites of digestion of a ribonuclease from Enterobacter sp. in the sequence analysis of Bacillus stearothermophilus 5S ribonucleic acid.,1973,12,2901,2904,4719125,73221045
8649,"Gurevitz, M., Watson, N. and A-Pirion, D.",A cleavage site of ribonuclease F. A putative processing endoribonuclease from Escherichia coli.,1982,124,553,559,6179777,82261674
8650,"Watson, N. and A-Pirion, D.","Ribonuclease F, a putative processing endoribonuclease from Escherichia coli.",1981,103,543,551,6277308,82134790
8651,"Schroeder, H.C., Dose, K., Zahn, R.K. and Mueller, E.G.",Isolation and characterization of the novel polyadenylate- and polyuridylate-degrading acid endoribonuclease V from calf thymus. ,1980,255,5108,5112,6246098,80182201
8652,"Endo, Y. and Tsurugi, K.",The RNA N-glycosidase activity of ricin A-chain. The characteristics of the enzymatic activity of ricin A-chain with ribosomes and with rRNA.,1988,263,8735,8739,3288622,88243729
8653,"Ando, T.",A nuclease specific for heat-denatured DNA isolated from a product of Aspergillus oryzae.,1966,114,158,168,4287053,66141276
8654,"Sutton, W.D.",A crude nuclease preparation suitable for use in DNA reassociation experiments. ,1971,240,522,531,5123563,72051093
8655,"Vogt, V.M.",Purification and further properties of single-strand-specific nuclease from Aspergillus oryzae.,1973,33,192,200,4691350,73137306
8656,"Mikulski, A.J. and Laskowski, M., Sr.",Mung bean nuclease I. 3. Purification procedure and (3') omega monophosphatase activity. ,1970,245,5026,5031,4319109,71001506
8657,"Stevens, A. and Hilmoe, R.J.",Studies on a nuclease from Azotobacter agilis. I. Isolation and mode of action.,1960,235,3016,3022,NULL,NULL
8658,"Stevens, A. and Hilmoe, R.J.",Studies on a nuclease from Azotobacter agilis. II. Hydrolysis of ribonucleic and deoxyribonucleic acids.,1960,235,3023,3027,NULL,NULL
8659,"Wechter, W.J., Mikulski, A.J. and Laskowski, M., Sr.",Gradation of specificity with regard to sugar among nucleases. ,1968,30,318,322,4296679,68230908
8660,"Alexander, M., Heppel, L.A. and Hurwitz, J.",The purification and properties of micrococcal nuclease. ,1961,236,3014,3019,NULL,NULL
8661,"Anfinsen, C.B., Cuatrecasas, P. and Taniuchi, H.","Staphylococcal nuclease, chemical properties and catalysis.",1971,4,177,204,NULL,NULL
8662,"Reddi, K.K.",Micrococcal nuclease.,1967,12A,257,262,NULL,NULL
8663,"Sulkowski, E. and Laskowski, M., Sr.",Phosphatase-free crystalline micrococcal nuclease. ,1966,241,4386,4388,5922962,67041918
8664,"Fischer, E.H. and Stein, E.A.",Alpha-Amylases.,1960,4,313,343,NULL,NULL
8665,"Manners, D.J.",Enzymic synthesis and degradation of starch and glycogen.,1962,17,371,430,NULL,NULL
8666,"Schwimmer, S. and Balls, A.K.",Isolation and properties of crystalline alpha-amylase from germinated barley.,1949,179,1063,1074,18134570,NULL
8667,"Balls, A.K., Walden, M.K. and Thompson, R.R.",A crystalline beta-amylase from sweet potatoes.,1948,173,9,19,NULL,NULL
8668,"French, D.",Beta-amylases.,1960,4,345,368,NULL,NULL
8669,"Manners, D.J.",Enzymic synthesis and degradation of starch and glycogen.,1962,17,371,430,NULL,NULL
8670,"French, D. and Knapp, D.W.",The maltase of Clostridium acetobutylicum; its specificity range and mode of action.,1950,187,463,471,14803428,NULL
8671,"Illingworth Brown, B. and Brown, D.H.","The subcellular distribution of enzymes in type II glycogenosis and the occurrence of an oligo-alpha-1,4-glucan glucohydrolase in human tissues.",1965,110,124,133,4286143,66104404
8672,"Jeffrey, P.L., Brown, D.H. and Brown, B.I.",Studies of lysosomal alpha-glucosidase. I. Purification and properties of the rat liver enzyme.,1970,9,1403,1415,4313883,70135199
8673,"Kelly, J.J. and Alpers, D.H.",Properties of human intestinal glucoamylase.,1973,315,113,122,4743896,74007786
8674,"Miller, K.D. and Copeland, W.H.",A blood trans-alpha-glucosylase.,1956,22,193,194,13373867,NULL
8675,"Tsujisaka, Y., Fukimoto, J. and Yamamoto, T.",Specificity of crystalline saccharogenic amylase of molds.,1958,181,770,771,NULL,NULL
8676,"Datta, P.K., Hanson, K.R. and Whitaker, D.R.","Improved procedures for preparation and characterization of Myrothecum cellulase. III. Molecular weight, amino acid composition, terminal residues, and other properties.",1963,41,697,705,14025219,NULL
8677,"Larner, J.",Other glucosidases.,1960,4,369,378,NULL,NULL
8678,"Myers, F.L. and Northcote, D.H.",Partial purification and some properties of a cellulase from Helix pomatia.,1959,71,749,756,13651124,NULL
8679,"Nishizawa, K. and Hashimoto, Y.",Cellulose splitting enzymes. VI. Difference in the specificities of cellulase and beta-glucosidase from Irpex lacteus.,1959,81,211,222,NULL,NULL
8680,"Whitaker, D.R., Hanson, K.R. and Datta, P.K.",Improved procedures for preparation and characterization of myrothecium cellulase. 2. Purification procedures.,1963,41,671,696,1400026,NULL
8681,"Hatfield, R. and Nevins, D.J.",Purification and properties of an endoglucanase isolated from the cell walls of Zea mays seedlings.,1986,148,265,278,NULL,NULL
8682,"Hatfield, R. and Nevins, D.J.",Hydrolytic activity and substrate specificity of an endoglucanase from Zea mays seedling cell walls.,1987,83,203,207,16665203,NULL
8683,"Inohue, M., Hayashgi, K. and Nevins, D.J.",Polypeptide characteristics and immunological properties of exo- and endoglucanases purified from maize coleoptile cell walls.,1999,154,334,340,NULL,NULL
8684,"Barras, D.R. and Stone, B.A.","Beta-1,3-Glucan hydrolases from Euglena gracilis. I. The nature of the hydrolases.",1969,191,329,341,5354264,70040891
8685,"Barras, D.R. and Stone, B.A.","Beta-1,3-Glucan hydrolases from Euglena gracilis. II. Purification and properties of the beta-1,3-glucan exo-hydrolase.",1969,191,342,353,5354265,70040892
8686,"Cunningham, L.W. and Manners, D.J.",Enzymic degradation of lichenin.,1961,80,42P,43P,5354265,70040892
8687,"Reese, E.T. and Mandels, M.","Beta-D-1,3-Glucanases in fungi.",1959,5,173,185,NULL,NULL
8688,"Sova, V.V., Elyakova, L.A. and Vaskovsky, V.E.","Purification and some properties of beta-1,3-glucan glucanohydrolase from the crystalline style of bivalvia, Spisula sachalinensis.",1970,212,111,115,5500926,71115258
8689,"Adams, M., Richtmyer, N.K. and Hudson, C.S.","Some enzymes present in highly purified invertase preparations; a contribution to the study of fructofuranosidases, galactosidases, glucosidases and mannosidases.",1943,65,1369,1380,NULL,NULL
8690,"Howard, B.H., Jones, G. and Purdom, M.R.",The pentosanases of some rumen bacteria.,1960,74,173,180,14403433,NULL
8691,"Whistler, R.L. and Masek, E.",Enzymatic hydolysis of xylan.,1955,77,1241,1243,NULL,NULL
8692,"Hauri, H.-P., Quaroni, A. and Isselbacher, K.J.",Biogenesis of intestinal plasma membrane: posttranslational route and cleavage of sucrase-isomaltase.,1979,76,5183,5186,291933,80056658
8693,"Sjoestroem, H., Noren, O., Christiansen, L., Wacker, H. and Semenza, G.","A fully active, two-active-site, single-chain sucrase-isomaltase from pig small intestine. Implications for the biosynthesis of a mammalian integral stalked membrane protein.",1980,255,11332,11338,7002920,81069795
8694,"Rodriguez, I.R., Taravel, F.R. and Whelan, W.J.",Characterization and function of pig intestinal sucrase-isomaltase and its separate subunits.,1984,143,575,582,6479163,85003633
8695,"Khan, N. A., Eaton, N. R.",Purification and characterization of maltase and alpha-methyl glucosidase from yeast.,1967,146,173,180,6060462,NULL
8696,"Yamamoto, K., Nakayama, A., Yamamoto, Y., Tabata, S.",Val216 decides the substrate specificity of alpha-glucosidase in Saccharomyces cerevisiae.,2004,271,3414,3420,15291818,NULL
8697,"Bailey, R.W. and Clarke, R.T.J.",A bacterial dextranase.,1959,72,49,54,13651134,NULL
8698,"Deuel, H. and Stutz, E.",Pectic substances and pectic enzymes.,1958,20,341,382,13605988,NULL
8699,"Fischer, E.H. and Stein, E.A.",Cleavage of O- and S-glycosidic bonds (survey).,1960,4,301,312,NULL,NULL
8700,"Rozenfel'd, E.L. and Lukomskaya, I.S.",(The hydrolysis of 1:6 bonds of dextran by animal tissues.) (in Russian),1956,21,412,415,13363992,NULL
8701,"Fischer, E.H. and Stein, E.A.",Cleavage of O- and S-glycosidic bonds (survey).,1960,4,301,312,NULL,NULL
8702,"Tracey, M.V.",Chitinase in some basidiomycetes.,1955,61,579,586,13276340,NULL
8703,"Zechmeister, L. and Toth, G.",Chromatographic adsorption of the enzymes of emulsin which act on chitins.,1939,7,165,169,NULL,NULL
8704,"Deuel, H. and Stutz, E.",Pectic substances and pectic enzymes.,1958,20,341,382,13605988,NULL
8705,"Lineweaver, H. and Jansen, E.F.",Pectic enzymes.,1951,11,267,295,NULL,NULL
8706,"McCready, R.M. and Seegmiller, C.G.",Action of pectic enzymes on oligogalacturonic acids and some of their derivatives.,1954,50,440,450,13159344,NULL
8707,"Mill, P.J. and Tuttobello, R.",The pectic enzymes of Aspergillus niger. 2. Endopolygalacturonase.,1961,79,57,64,13770689,NULL
8708,"Phaff, H.J. and Demain, A.L.",The unienzymatic nature of yeast polygalacturonase.,1956,218,875,884,13295238,NULL
8709,"Blade, C.C.F., Johnson, L.N., Mair, G.A., North, A.C.T., Phillips, D.C. and Sarma, V.R.",Crystallographic studies of the activity of hen egg-white lysozyme.,1967,167,378,388,4382801,67252758
8710,"Blake, C.C.F., Mair, G.A., North, A.C.T., Phillips, D.C. and Sarma, V.R.",On the conformation of the hen egg-white lysozyme molecule.,1967,167,365,377,4382800,67252757
8711,"Jolles, P.",Lysozyme.,1960,4,431,445,NULL,NULL
8712,"Schauer, R.",Sialic acids.,1982,40,131,234,NULL,NULL
8713,"Cabezas, J.A.",Some questions and suggestions on the type references of the official nomenclature (IUB) for sialidase(s) and endosialidase.,1991,278,311,312,1883340,91354222
8714,"Bruni, C.B., Sica, V., Auricchio, F. and Covelli, I.",Further kinetic and structural characterization of the lysosomal alpha-D-glucoside glucohydrolase from cattle liver.,1970,212,470,477,5466143,70285890
8715,"Flanagan, P.R. and Forstner, G.G.",Purification of rat intestinal maltase/glucoamylase and its anomalous dissociation either by heat or by low pH.,1978,173,553,563,29602,79020778
8716,"Larner, J.",Other glucosidases.,1960,4,369,378,NULL,NULL
8717,"Sivikami, S. and Radhakrishnan, A.N.",Purification of rabbit intestinal glucoamylase by affinity chromatography on Sephadex G-200.,1973,10,283,284,4792946,74268424
8718,"Sorensen, S.H., Noren, O., Sjoestroem, H. and Danielsen, E.M.",Amphiphilic pig intestinal microvillus maltase/glucoamylase. Structure and specificity.,1982,126,559,568,6814909,83053339
8719,"Chinchetru, M.A., Cabezas, J.A. and Calvo, P.",Purification and characterization of a broad specificity beta-glucosidase from sheep liver.,1989,21,469,476,2503402,89338916
8720,"Conchie, J.","Beta-glucosidase from rumen liquor. Preparation, assay and kinetics of action.",1954,58,552,560,NULL,NULL
8721,"Dahlqvist, A.",Pig intestinal beta-glucosidase activities. I. Relation to beta-galactosidase (lactase).,1961,50,55,61,NULL,NULL
8722,"Heyworth, R. and Walker, P.G.",Almond-emulsin beta-D-glucosidase and beta-D-galactosidase.,1962,83,331,335,NULL,NULL
8723,"Larner, J.",Other glucosidases.,1960,4,369,378,NULL,NULL
8724,"Sano, K., Amemura, A. and Harada, T.","Purification and properties of a beta-1,6-glucosidase from Flavobacterium.",1975,377,410,420,235305,75128049
8725,"Suzuki, H., Li, S.-C. and Li, Y.-T.",Alpha-Galactosidase from Mortierella vinacea. Crystallization and properties.,1970,245,781,786,5418105,70134222
8726,"Wiederschain, G. and Beyer, E.",(Interrelation of alpha-D-fucosidase and alpha-D-galactosidase activities in man and animals).,1976,231,486,488,976079,77025514
